catchment_id,kge_true,best_kge,geography_KGE_longrun
85,-0.0002350641054951197,0.5361343261683404,0.52135848
128,0.02583784709358994,0.3202957063361946,0.835727785
202,0.34513983727671604,0.5544706104737903,0.732505133
207,0.21090172756325154,0.5329702191697145,0.451858878
263,-0.023339889887865395,0.5138236859800472,0.620545856
284,0.11059500177276604,0.4758786733940749,0.716894954
286,-0.12646487495146586,0.5127606124741617,0.287231358
309,0.07985897266673692,0.3894443909754058,0.503292516
349,0.509512842477067,0.5888688916336192,-0.179267238
372,0.46377036282894735,0.6178227666652557,0.19322378
487,0.46601117229126454,0.5123112845342873,0.269528925
498,0.5616353600427786,0.5857829467845207,0.690276995
519,0.2912193825945114,0.4266251308343217,0.211571058
559,0.20852025838782795,0.5045903441305124,
642,0.12042458428964398,0.2320602645176785,-0.68050868
780,-1.1495848264834843,0.4571299715651882,0.741982751
788,-0.1275288633845737,0.5005029629752904,-0.188111996
790,-2.0511436857287375,0.3022802398603981,-0.256643315
792,0.4568467554602841,0.5385328802175174,0.627714795
793,0.4923055987241889,0.5125600566059553,0.597748492
800,0.4948803139992737,0.583391367990126,0.555725808
968,-1.2350414640678204,0.2214946741401509,0.378807559
1006,0.2674676270484072,0.59535688565281,0.356797801
1011,0.25312699066036226,0.5472376691273735,0.242691458
1056,0.0024210237900212928,0.5151214685084282,0.617298753
1082,0.040373522237652004,0.5271100913455037,0.616936679
1088,0.03005081114698993,0.5143356393814391,0.628241804
1132,0.11939286668948212,0.4192098154314808,
1153,0.2938885416948853,0.4693635068258678,0.764822531
1191,0.07818243124179836,0.4933324450586712,0.557768743
1207,0.20122808794841018,0.5324796438520383,0.743292249
1209,-0.054577305757963934,0.3251689232699848,0.513911668
1235,-0.09580078778610335,0.358159696620068,0.561042039
1311,0.13040135481445103,0.4981407241765042,0.546457848
1372,0.3057886823537199,0.5214456435871622,0.628871525
1378,0.2757252325887357,0.4813736306041094,0.73476743
1407,-0.051108621409082344,0.3851124164035984,0.745115678
1419,0.29553023970225967,0.4956175084319776,0.630340332
1451,-0.046416677118234606,0.2440115962993222,0.316550418
1459,-0.018475123790346215,0.4137997478813459,0.357246366
1472,0.4784023300796618,0.5179676342890064,0.084526797
1480,-0.0410356470254154,0.5245998740229583,0.674107313
1484,0.15497224893557582,0.496998561659607,0.545181547
1514,-0.096235306005652,0.4787566794638112,0.281414406
1536,0.290592375029851,0.4771065020692255,0.709702938
1558,0.17121053366128547,0.4672457694590159,0.404905594
1607,0.2797092464647468,0.5112218329138086,0.628611095
1614,0.18773341391589538,0.372336242840512,0.16063185
1616,0.44033149564806817,0.3958108685715206,0.758192748
1718,-0.0489100564039151,0.3782840341346145,-0.562195181
1743,0.21226780758027863,0.5889880325850112,0.375916302
1820,0.36991325861371505,0.4243827444761662,0.47867869
1985,-0.11991900965873548,0.3307519611649521,-0.013875516
1990,0.3281129255857994,0.4846268537612228,0.262735021
2008,-0.229279858724307,0.3129040066689606,-0.204472832
2012,0.09872848538402035,0.4452105170693597,0.664371663
2172,0.17289655793584113,0.4206411891184111,0.669130244
2182,-0.5443988247067642,0.5315260125999812,-0.994410548
2194,-0.03415401257235873,0.4122929064285391,0.416681692
2195,0.02209511730659397,0.3763646592867659,0.258103597
2255,0.03463569397000554,0.4523155596797923,0.459777068
2320,0.13181348087354583,0.3889513789674875,0.61454672
2376,0.2860669872563718,0.4983651955984841,0.615687024
2420,0.3486055724949111,0.4535980800020646,0.427925025
2455,-0.02757128990691471,0.453062964974028,0.468366123
2640,,0.4184126162955465,0.305189672
2643,,0.4850953948049867,0.627083268
2697,,0.4880184064785172,0.346933168
2756,-11.460158551132324,0.4644038188501463,-0.18252381
2822,0.16690315817709855,0.5463720851343628,-0.227629961
2842,-0.09810275457076578,0.334089991970546,
2846,0.20849246891132278,0.3410385682376869,
2848,0.1687735429808931,0.3815859081013044,
2903,0.08718333646242526,0.4177853387398369,
2929,,0.548105956681177,0.397760496
2962,0.01581155936458123,0.4780616884147983,0.649707142
2965,0.5067555985455213,0.5811786273124074,0.797428845
3101,0.44532996327692753,0.6170933018228878,0.719797252
3109,0.4165842357409082,0.6252880808325985,0.66191068
3124,0.3250509084878639,0.5844241083644639,0.753327211
3151,0.08463228380350607,0.5509453063456723,0.757427039
3153,0.17656864515416382,0.5271631455422691,0.747380568
3160,0.37024867709507503,0.5704444621349725,0.751846651
3166,0.29797532342595834,0.5320382569457497,0.593022391
3180,0.35265622671030306,0.5450377148903103,0.662321641
3184,0.3059010893841072,0.5567907448549102,0.807111337
3204,0.36802976845489643,0.5372720764229187,0.586799663
3258,0.5259511649891853,0.5157632998471946,0.475649766
3321,0.43651652037294786,0.5144762099649031,0.571580875
3355,0.11804083036895008,0.3339938277985336,
4016,0.24217465063329802,0.5478150256907499,
4122,0.4028835837534468,0.4451921841911713,0.220747947
4216,0.3835608463149458,0.4643723012931731,0.622455888
4318,0.1790128320449238,0.43299084617532,0.286586299
4324,0.19221661217298835,0.355576649757946,-1.155872626
4416,-0.10562393480538312,0.5911696495376371,0.186277824
4458,0.1520212500059026,0.4203824117525964,0.630531514
4528,0.13071602303723118,0.5326857283534557,0.76679059
4538,0.28366965272304523,0.4831066537301102,0.727601391
5219,0.5118689803987965,0.5057717891178032,0.268347604
5225,0.3400013004665051,0.6007193215145473,0.667788381
5226,0.4508925196713611,0.5964931911752586,0.773075707
5228,0.356446542073244,0.5867276599701806,0.803740077
5230,0.5331697379095451,0.5871158356949552,0.78143919
5231,0.4497483251211315,0.594893223215839,0.728199254
5404,0.1191669450889099,0.3624919902203589,0.802601277
5408,,0.3130944694535918,0.734466711
5420,,0.3378752799832353,0.712746503
5448,0.3465599385906759,0.4593544226515413,0.864044564
5467,0.23959629828362217,0.3761648694575053,0.702244992
5480,,0.3753552827706795,0.761196589
5484,-0.10651877686868616,0.2680659634914292,
5497,0.11482784716533623,0.4702610481064819,0.838444972
5507,-0.29838041591547015,0.2485398384376388,
5540,,0.3103039333688658,
5555,0.1007111311840434,0.4328950000101956,
5560,,0.5050013758668545,0.698020983
5584,,0.5449939325993276,0.897993959
5599,0.1430355485771334,0.5944041578998255,0.73267118
5652,,0.464275625374391,0.537955731
5657,0.02420271762354287,0.443748296212096,0.792344644
5692,0.20411581035684978,0.4703697339797598,0.922455445
5699,-0.05220311352146756,0.4118671632692955,0.590827248
5715,0.063934818196557,0.557734455670448,0.142152952
5717,,0.46570751478453,
5720,,0.4711894032044362,
5800,,0.447096728153929,
5841,0.15988266604164658,0.518208423578547,0.59069368
5871,-16.072241615210814,0.1657152122734618,0.279679551
5933,0.024105389390368104,0.3312077155374122,0.413552412
5951,0.018052485221472625,0.4457462216420773,0.055180516
5970,-4.082071742994632,0.2599727140011685,
6001,0.08837786670765302,0.5201720965560541,
6023,,0.45386730145859,-0.207808111
6025,0.33397525307559206,0.3740242737027347,
6117,0.07269122076602474,0.4364651210592187,0.485137296
6205,,0.4447743031206907,0.468223964
6325,-0.2522732049024734,0.5397457833144447,0.311961926
6335,0.23685270348060328,0.5128514189133867,0.518500443
6485,-2.375602082820688,0.3888931344328495,0.094683785
6520,,0.3887594631530473,0.120544535
6555,-8.672646650120072,0.388120933195571,0.265482408
6572,-0.1878635930477408,0.3174451790666935,0.162069322
6599,-0.12314507052165125,0.2922194568662932,0.446292518
6607,-20.56170262389567,0.0243773080513115,-0.01482755
6623,,0.1956371758292611,-1.537988902
6651,-5.272943949944882,0.3397949026345228,
6680,-0.01698567167730447,0.430547574293694,0.013312973
6734,0.1802882316327673,0.3612787636964271,0.631027907
6736,0.2089375815695914,0.37253370215963,-0.003517382
6737,0.027001215953028512,0.3961238195008746,0.65814
6741,0.022025953377354024,0.4181444903529834,0.85547592
6743,0.08709963591105352,0.3490358450585927,0.775601828
6747,-0.12311802222157908,0.3654187348226625,0.663636949
6756,,0.563907427553834,0.839235103
6766,0.18361023884715,0.521273487034538,0.421366581
6768,0.17282988985483239,0.415443125746346,0.524795134
7051,-1.253686234666612,0.2489262133926065,0.344661654
7059,-0.8597115427063489,0.4316592924976669,-0.030060546
7062,0.011155742349305942,0.4349279520299476,0.581967372
7072,-0.1818093549707085,0.3405921873610489,0.502781923
7116,0.39503907659604853,0.4408141874964279,0.480230767
7117,0.3416995067596178,0.3720168704711921,0.132427761
7167,,0.4550338923291376,
7182,0.5003411858500557,0.549436953101642,0.296242559
7202,-0.7344833440646312,-0.0230063119315734,0.289794971
7206,0.02804830453039764,0.3099213744988582,0.427792327
7209,0.11769245724848543,0.3335827468146395,0.177626984
7216,0.04413369291745106,0.4277417206695205,0.162874781
7249,0.21036048805592755,0.4637895256615512,0.373614028
7266,0.013384092249388413,0.467455277854312,0.282963696
7278,,0.2946941513178263,0.007623255
7288,0.15675973018966893,0.2115395289185588,
7292,0.2590934881984268,0.5038292155236681,0.455827415
7300,0.03386609793182371,0.2061642818873982,0.118644125
7306,,0.5821205070065919,0.763106722
7309,0.01599946563067034,0.3611861033806259,0.231188949
7311,,0.4085190825232693,0.622053141
7327,,0.6282784128370179,0.487281552
7350,,0.4800116408253317,0.502240158
